Country,Region,Year,Water Source Type,Water Treatment Method,Contaminant Level (ppm),pH Level,Turbidity (NTU),Dissolved Oxygen (mg/L),Nitrate Level (mg/L),Lead Concentration (µg/L),Bacteria Count (CFU/mL),Diarrheal Cases,Cholera Cases,Typhoid Cases,Infant Mortality Rate,Access to Clean Water (%),Sanitation Coverage (%),GDP per Capita,Healthcare Access Index,Urbanization Rate,Rainfall,Temperature,Population Density
Country C,Central,2021,Lake,Chlorination,18.53692366942976,8.04961052369464,2.9808091054943366,8.186693359241456,18.59546959509593,10.875009512064038,377,88,18,0,19.636122903571813,97.1501633781821,58.348426847620104,8874.942291494735,92.37006305131894,29.42565917894943,750.5228785568416,12.548715844817902,2925.7742816331897
Country B,West,2018,Well,Filtration,62.68601641691113,8.60784326732707,3.0209432182941764,4.278328282628309,7.33636550591859,12.525048145199012,167,87,3,12,49.91690259840518,43.80409566163912,69.15578344172596,4863.956359250704,47.42538386446827,23.968267871745912,820.3950868686867,27.624561190538955,2933.010456565525
Country A,Central,2019,River,UV,49.86622328225977,8.623464686666638,7.860728691205075,6.578926177559433,32.80525064326898,8.736327585345903,204,59,6,27,25.01342512917309,73.4286304825612,63.340671773172446,5412.586095365003,79.09947567143385,17.00204961124048,1841.6666670753243,21.36098701075258,840.2367347490546
Country C,West,2018,Well,None,0.22066599168779621,6.7192389313052185,4.966543857012714,2.106165648773533,26.86248141081011,18.147557859607318,115,13,0,22,43.24587865000382,79.22533619573196,59.68183729292048,18144.43873706351,56.05098559581422,40.95492580537229,849.4568522220052,18.972099306888225,3504.209027453874
Country A,East,2023,River,Boiling,24.134816469708863,5.495893723956791,0.9513665658624249,3.3422102010913983,29.459706774081486,2.8684652563221458,410,76,1,25,4.9440540889188975,45.92181219852251,72.26391393200089,18598.16141763838,96.86568282062424,49.30990253182658,2991.561474163904,13.262009196729565,4414.1449705628
Country B,East,2020,River,UV,47.15217280523595,7.921736688282875,6.350364889736832,2.7401939016220025,33.956806303350945,2.9961574629706478,26,32,6,19,20.71078409785424,67.88993292567321,77.93664253282327,5388.664799647117,17.168005733513525,85.50622784816746,2902.2696802378177,10.793784112534215,1479.9867333666662
Country A,South,2019,Piped,Chlorination,90.4143693939475,8.334474484531844,8.332062413953954,7.064674978342289,0.6989514108751094,18.117251181873883,231,81,10,14,15.434045011337732,51.98239258820911,46.61606435851611,14452.605449517729,94.26376749795338,45.45947123129402,1063.0554948085726,29.118863867356726,100.0851840615462
Country A,South,2021,Lake,Chlorination,9.843614793287792,6.6141507140206635,9.749419082804947,5.6140821436787185,28.30612415141899,2.1128646739427515,100,66,19,15,42.51643574304036,45.034628211982394,55.993684609724724,1353.3583595177963,88.22723685357613,62.892063418726494,937.7367263369963,27.515286293310425,249.91693936561757
Country C,West,2020,Lake,Chlorination,88.1156718697085,8.869591031880532,4.603804414072555,8.233676900159022,37.73142235107716,16.163856243779527,203,50,14,12,31.462145392038476,60.56767531565359,45.14500200896916,8083.662820775057,7.73733916530105,26.38855005387071,1604.3712120865762,38.05970859665583,3299.6681064277386
Country C,West,2018,Spring,UV,79.41089035137703,7.015414254162527,6.0094166917917455,7.032720029575723,43.22789731369661,6.866705347733674,436,95,1,16,49.176452739973186,94.72866592794927,83.11319693097914,18314.67655530419,24.8157012740693,76.82055079933222,835.360823960161,37.11864659138511,727.7682482898842
Country B,North,2020,Piped,None,50.81700300624081,7.360130186719285,1.1204139633910926,6.526165788151188,7.209338087741523,14.691407260368228,343,21,8,11,42.71701907599657,75.53563171882415,76.36231152272424,5986.661676485646,70.33226803646411,10.619168841862487,1056.947423601201,38.154484021293825,3905.898245297995
Country A,South,2022,Well,None,20.503323859562485,8.38445792612308,7.755768206560029,7.866639940030102,30.638363134420132,15.351390456661667,442,70,14,14,43.299598779097686,56.91488701485199,72.1429853162702,3360.5046524308714,90.69572578467819,19.14053110141986,2200.159971111082,28.018094357263713,1577.553335607135
Country C,East,2022,River,Filtration,9.368320491295668,7.055695411754626,7.011991792355088,10.474354182702978,38.28578282687625,10.998041176646787,146,77,4,21,35.02720664607298,79.84156726167365,69.62769908743157,9242.352025117194,52.70395588958592,54.66512053955328,1388.5441215042042,21.796498016180358,481.5724224471242
Country A,Central,2019,Lake,Filtration,44.17321825657088,7.144323887187413,7.641715821838908,6.411292656772742,30.49910545617128,0.42019845574924997,441,35,4,1,9.435428288073583,71.39249039524557,36.693389934337034,15478.092716392524,89.93925750031096,53.20504079839005,1883.8741960924638,36.95887688660073,1298.0439505188733
Country C,West,2023,Spring,Chlorination,86.63330729965068,7.398345219113349,1.7553517620389814,11.163966038945484,15.874859630072462,5.239221016630831,237,97,8,7,5.85858611340741,88.19906470711709,56.108948650279835,18462.715155914,51.63416210525854,15.494548626828628,1920.8311359361733,36.06586444703166,2483.6196832096416
Country B,South,2019,River,Filtration,20.091462985119733,5.110755002159665,5.543453042779553,2.560222652586507,35.351538267353774,0.37164887568481353,293,70,9,0,32.217359878478376,71.95840765717662,46.6512627766687,11579.555551603886,14.47066040051357,44.57883647962417,828.9893450932275,16.304391524989477,33.463771038670245
Country A,East,2018,Lake,UV,89.46635589862046,5.058289775929564,5.995401651810189,4.763136023473283,26.081778820233463,6.959196139025055,368,107,17,4,25.528336358361926,68.65517062780097,97.81472145874945,17754.690448747093,22.85273283403798,80.20226909539424,1904.0778965813854,39.62152791359158,1548.2263775550966
Country A,South,2018,River,Chlorination,91.8708530636757,8.910020432390041,3.329814698757093,10.7459103554003,27.355473780735313,4.4271823190174935,78,2,19,26,16.772757070210282,62.76478467193548,40.23113974630756,13841.949787315347,67.57781874558616,14.04884570952591,1862.742957631163,30.039684266993035,4290.581223389515
Country C,North,2022,Piped,Chlorination,85.99171291287753,5.941809434805123,1.052432334893062,2.134739240353383,43.13490540292675,19.896500643550414,86,0,13,17,8.13635085996085,64.30078852307065,38.24268359088526,19357.60601412587,96.5034075619535,74.39698571752285,777.820264718805,15.130134728601604,4640.257185510517
Country A,Central,2018,Well,Chlorination,29.895818568172984,8.623569295674784,8.538959047523205,5.494521528625639,31.793289295553855,1.6711028862588195,492,76,4,14,23.469937092620107,63.20126451685108,36.96927878911715,7579.979907406125,18.296954097360473,64.13037365086255,1225.350546952852,35.46491513216809,4752.574316901921
Country C,East,2021,Well,Chlorination,41.906712540640676,6.101744549543092,6.077566785195918,11.166628963451915,13.72683073929511,18.829632344644025,125,5,8,11,4.213975905519868,43.62410199526037,67.62455667897854,13599.881589078672,66.64332982295366,69.48574794326919,1938.1162503502694,12.113302898084788,1717.8769857076607
Country C,North,2022,River,Chlorination,46.74841303289051,8.868115689109766,7.439927793020505,2.273627143594739,1.829554182633869,16.6287068123715,58,0,13,10,45.256792447518905,73.01683296555717,57.552675432329636,8120.594187930782,29.788929144979605,83.02221540873363,2944.6706275685165,33.14579242335461,4872.172887616164
Country A,South,2023,Piped,Chlorination,94.28144822474849,5.024117006507883,6.330615948450465,4.650070164841633,32.924014237692965,4.615434039384054,493,113,12,0,30.921465015238187,54.35175816999932,63.03220823451074,9241.882789255982,77.29858419019632,70.58646046982501,1419.7169431672266,21.91017363183549,3585.8904954241893
Country A,South,2021,Lake,Filtration,79.90211838445266,8.067623895169614,2.559846628782607,2.8163187185118845,39.50697965843438,17.261534803493998,94,19,16,7,46.75613795596949,86.51722273257228,62.82385337835518,15589.128393890773,96.42613630631837,75.77497078515886,1454.8151547579473,24.232289050767278,4073.6519506139466
Country C,Central,2022,Well,None,10.536742437438718,8.085346247237032,9.334239071879132,11.996309455839002,46.98314500595207,1.0797398701941674,399,50,6,13,6.230981252397982,63.22318521714296,65.54789339635786,14267.862367236716,67.43759326243712,89.90322132378681,1994.3629763303675,12.957243936619914,3969.0078204120696
Country C,North,2023,Lake,Chlorination,58.88506813940778,6.824624098908268,2.9511407606130833,3.102565728007745,15.518032827512895,15.148831577150624,337,43,10,0,37.493646178663255,54.32999206227707,96.15022420021698,15922.891018449936,39.94907683526385,64.57562079372735,1327.4955083162467,37.128993229466076,3752.2950887671623
Country B,North,2019,Well,UV,82.96942884821644,7.227155814530526,5.600179920652745,2.918943248477022,40.705137796904154,0.24170438843824638,129,58,11,6,6.185152144077849,73.73509789449373,67.81418348950808,13279.711197263252,78.69608772733126,85.40232964087862,1140.860009893512,39.43772202444826,2885.600110899186
Country B,North,2019,Lake,Boiling,21.87236551400964,5.889542306048519,2.0894298939359413,11.363421569878769,46.31645892197005,5.239463327841609,364,115,17,7,49.420454782477535,93.6224146171397,78.43064159847043,4790.057614544881,9.382560717654565,87.24893266704987,515.9124925521284,24.156324632480487,2449.643750597803
Country A,North,2019,Spring,UV,74.42612122634141,5.672779103320876,8.150551692940697,11.936080766750475,45.81810702736176,15.98359436089807,320,40,19,3,12.831896452965275,89.49846054122376,32.211121983655154,14970.880189486059,82.61197768977632,54.667698264401,644.5745461049688,32.443610570746884,281.7542860549607
Country C,North,2021,River,None,92.60203131890631,8.433346709998741,6.4685501257691875,9.957457456425008,35.23111664085993,7.448173863127543,422,117,11,4,9.401278683771475,88.12700148329756,99.82989339746464,15343.429876115859,4.598401804608532,89.06456119315551,2116.52180264463,16.848004990457913,3919.0713933114034
Country B,West,2018,Piped,None,23.655597731521084,8.811626635134868,7.880411888565942,11.54845340711078,34.06404380796113,3.9278362384473176,118,98,9,15,24.010219734706777,57.94657283422667,58.152151904613206,5792.022966360236,56.701904165724734,39.83594587477836,2433.2931890845575,31.97005136720869,2734.7579759164178
Country C,East,2022,River,Boiling,7.884157257638846,8.606615505181352,5.500299395850879,10.614595081275102,45.4275735098208,6.542878022353234,288,34,7,29,24.681558107278818,79.88895329580316,73.21744153335194,19834.06928350621,7.410212762634449,59.03702036144429,1210.1840371284104,39.56364746628585,2585.670729251708
Country B,South,2018,River,Boiling,53.87436945186481,8.307931289373093,4.152018409394334,11.972774734127356,1.4855757416583182,19.33965401186709,164,9,10,24,33.20748315158325,83.46661737727928,98.20542950608277,17664.279769748195,83.09812586887074,55.05407720442893,2252.014992578788,15.501471603506907,1256.636763098515
Country C,South,2023,Lake,Chlorination,66.48648119310567,6.420143215965268,3.8184422014664845,4.51631475498833,37.06313513134703,11.079312711728807,410,104,12,19,49.615813994069526,99.57794460666813,58.25164072536454,2645.4770178813096,44.14908755693679,34.06639542364225,1724.3985545431394,32.80284306566938,3664.7366196945263
Country B,North,2022,Lake,None,36.420197411516575,5.849417273001135,3.4940648102734695,2.506381490132406,28.236434265771287,5.760127104576853,406,29,8,13,37.01774947838153,85.3163800041827,94.1718132482478,14767.173730135779,47.25084036686115,31.579923124032582,2008.9100226099645,27.396384523206915,1885.102517675887
Country A,East,2020,Lake,Filtration,22.376096709227276,6.917501923063847,9.737328225980626,3.2597319014794883,23.27810641810835,2.7458340359378886,127,91,1,4,24.107111950335486,92.4849433272264,78.2500525835745,6875.458927720858,71.88631776570169,48.503938955915956,984.9433770418898,29.39113204434682,2629.7306575708467
Country B,Central,2021,Lake,Chlorination,11.739494197530354,7.2967094548518014,9.350737374919271,3.700662725996702,31.796939222045168,4.290206927556333,253,24,10,12,34.50197932581342,90.88502933676486,81.2947324142898,5574.33697761687,75.99058624304719,75.95778438026304,972.1271495494509,18.747841306905883,1748.335715782941
Country A,South,2022,River,None,55.40688581382357,8.217067934953956,8.611967605167525,7.357653965991702,19.12742773489794,11.267730237756897,271,92,4,7,42.312724518323044,56.12512360591599,65.78632577003194,18507.8307065921,77.5185328642885,79.6921996898155,1259.9106227220043,19.042057188852844,236.11285918474448
Country B,Central,2021,Well,Boiling,43.6704589269742,6.20120367414534,2.2092515709375316,7.544804141426484,18.026430116592817,14.530446001109711,343,68,15,20,17.377904041479436,91.87235794756123,50.1139491792329,17740.93336045831,8.765422913064015,40.951408066289346,638.7718210283078,13.106989359815014,2316.5077912327574
Country A,Central,2022,Piped,UV,6.682339533360981,8.092217371660238,9.075282322040138,4.685717399205138,29.959595340028848,1.9744584574718438,65,0,0,25,38.951007449015734,84.1220093379737,81.9377099556948,11713.237759119442,47.04847713569731,52.120309077726645,2757.4190267500944,29.495939873400836,1356.2318087208096
Country A,West,2018,Piped,Filtration,16.781549680591333,8.712185125382844,0.8341522827874526,10.672782548906362,15.325908071743772,10.903829380868082,288,77,19,27,28.317453391381047,99.35642471587693,92.01276697554167,5863.623818247726,75.77777854286191,79.38695651257117,2699.1623556933187,39.21929374816183,1869.2121244531531
Country B,West,2021,Piped,Boiling,73.81904614531007,7.5470545287323505,2.301279331602527,2.2414948932578853,12.229199210753865,10.331730247068723,381,60,3,26,15.544632250177221,92.97268747040654,68.23263789650329,13507.571360611355,83.86706847796376,34.820455070622536,606.272140703488,23.550194762964296,4468.499444955236
Country C,West,2018,Lake,Filtration,32.41233166454492,5.943862195083943,6.0002683152804694,4.927252680507772,22.52448464403073,9.600195793577438,76,78,5,17,41.76161934487544,85.22810800493689,73.59152565862675,11217.916159191549,63.072007693073814,41.4531452355577,2208.198092279278,35.63602072626877,3825.532862451586
Country A,North,2018,River,UV,24.871771247261876,5.14080792433545,5.8084961237882595,5.836280657611071,25.95218134684487,13.372401817535074,204,26,10,25,34.535638407783345,79.88424560463167,59.01769467618169,11969.227669830405,21.199157603675957,63.09194116955311,1139.9284035192563,33.44870178846455,2125.1850363951617
Country C,Central,2019,Lake,Boiling,91.63571551710051,7.502885548113943,9.81805255123331,8.039430676133186,24.346720462307232,11.10832397873594,350,40,14,28,21.191560472875224,91.44460529010752,31.782612877515334,5089.699992899501,27.890962359181348,38.45955351337036,2317.7080457725115,18.41936348515148,1747.210587422189
Country C,South,2019,Well,UV,96.51374512809467,5.695029665398568,0.26262124283986665,9.242380365485605,1.1756448346446402,9.850008031267926,121,44,13,0,32.81176762789095,72.273736028705,32.32246027095038,1105.5236025623303,25.99361330691642,46.88257906498275,2732.5089929792507,24.560658694429335,1885.4528413272387
Country A,South,2022,River,Chlorination,13.153094016552902,6.899169646608719,3.9403431792878028,6.558216914654559,28.864415633791136,1.8081054717762024,347,39,2,20,34.132194823159914,69.46568778625155,65.54852825068475,16665.866889794335,59.08673493566019,71.3714072813205,827.773740041798,19.476181138159532,589.8725120586743
Country B,Central,2018,Lake,Chlorination,58.460783302744964,6.241900206925221,8.320372303087085,7.34985725822564,17.933272700696197,3.432083386288185,424,96,14,17,45.07670396035398,61.400774289689195,42.97955463524369,2714.428881266671,55.36168823532254,37.02704572657638,1051.997764418948,30.452906177489744,1736.0438473535153
Country B,South,2020,Piped,UV,26.642780757117645,7.173852200122434,4.2251207719768145,10.941883932216108,1.3342187056228083,5.262559873573016,267,30,14,16,38.0307019522476,45.53253249626713,98.70536961988279,1297.3804757962125,99.76284610251113,82.27468691655885,1281.2322655087253,13.81586565715143,3380.841066512165
Country B,East,2022,Well,Filtration,65.25554689488797,5.509982709927179,5.970906611082966,7.268887412587048,15.40278056524222,17.827971551251053,223,15,2,29,20.445317399620087,96.07887369696083,76.94022365387372,19149.92277296334,26.44916082708694,51.23110791065815,1103.0709881499924,32.63663491282068,1365.3698310346108
Country B,North,2021,River,Boiling,78.4480389142303,8.383420909322501,3.7857771985083466,4.378630071453863,4.781723589342718,7.456693430274768,260,92,3,4,26.73138230242726,85.30847437094687,49.02134833043541,5683.531373935954,20.42089176649271,21.27335611007819,584.9417599636654,36.08755430542721,1560.3139031569974
Country C,North,2019,Well,Boiling,4.382118664980384,5.9801262703033915,9.933507887928931,4.718037087694888,9.05392105645792,5.403358136581153,494,53,12,5,40.404849386145855,42.644887338040476,46.56582754550517,15642.132812654214,7.3727861397043455,75.28094637128648,1784.0558335986652,16.605446307762094,3928.064277204708
Country C,South,2022,River,Filtration,30.597187183913675,6.986385315654449,0.8216398991011542,4.05640007801702,4.700529745306148,18.321367048509366,302,70,8,9,16.458201220339742,62.57074879981541,51.399111953449435,19384.898149253415,69.78583392832753,15.989416533573344,1862.5476950024602,35.03347997699035,2233.9656742078887
Country B,West,2021,Lake,Chlorination,68.88362088081782,6.306556313053489,5.238279284874232,5.202509625644009,33.25340038495592,17.389024529967678,208,91,9,7,6.093080155745118,40.64340423250794,78.58151420498072,7290.872449956463,33.53327010330389,48.007850685858024,1095.502210699803,36.228760461165535,2584.8378024365447
Country C,West,2021,River,UV,91.83427030211497,6.906318135840737,0.9621990618275023,5.189589556678923,31.39188354405081,5.615793638390358,106,12,9,21,39.767779212919834,84.50655395760853,72.31813557834715,1039.4978115886684,14.650853766858985,23.3437338727743,1782.2168163029105,10.656220342251492,4716.83095852407
Country C,East,2020,River,Chlorination,44.498998510619245,6.192184042829062,6.401142140458744,4.778272566434657,23.653355018291993,12.496185011782527,165,91,6,1,38.82720314530124,82.63645099408966,82.30828618846297,14401.560868753242,64.2848565389165,10.74643145949934,865.3041167072199,12.949735134151894,246.2514229135888
Country B,East,2022,Spring,UV,93.66966903211427,5.278124148859639,7.886623253132631,7.456310802642868,26.846961662352097,4.249404050787444,190,27,8,17,38.48501650222314,58.15700943491598,80.78929141776408,18303.21641162984,86.8703293755368,89.3080024543482,2742.7941725279106,20.82323460211889,1600.692368320827
Country A,Central,2018,Piped,Boiling,63.94190308263097,6.060722778184406,0.3328227831382524,2.812493245210988,25.841743211868195,3.064825830480935,210,65,7,24,15.36265991911327,44.680768673063575,47.39887495453044,12920.36355638806,4.0566518268776335,82.22533955172204,866.4810141238225,14.303062403699986,1525.1361605770076
Country A,South,2019,Well,Boiling,2.613533516103106,5.9962161842047745,9.813213182442684,2.832221968691748,37.04283208871945,7.134598112016455,420,101,17,0,4.1262889804499325,43.61120667378827,92.82091723501034,12752.906428544104,62.70480085257066,10.351495071544763,2660.6758232372813,21.18146958737261,1732.7430290448294
Country C,West,2019,Spring,Boiling,95.39557573595907,7.340749335893186,5.154737874829916,9.5739546006604,17.51752690829746,7.6869740243590945,98,47,9,29,44.08377792339494,60.06724608680351,46.5152936447476,15632.057300385139,34.69633191589709,74.3176095156832,919.6047321459955,23.25071302399008,2786.2614896863697
Country A,West,2022,Well,Boiling,26.907355109407572,8.333010433828996,9.392448805522257,2.836411288396788,10.929034281568423,1.957507391178841,104,7,1,13,5.983513614637554,41.34171136110457,95.27557748695725,3325.6846259710883,57.053404345402356,40.18088800891519,2883.637127495222,30.06861445521706,384.1197545017789
Country B,North,2022,Lake,Filtration,75.20871622293798,7.364561342029978,5.39762120347701,8.84129046683305,14.896645950350019,10.423291040996624,202,96,18,8,11.841283795111002,66.39413452506389,75.3899823299354,8494.913773921817,68.91153378597762,15.377416619280595,994.7816135739288,37.46644288613301,4444.059021460392
